,emotion,pixels
490,2.0,[102. 175. 208. ... 143. 110.  77.]
491,8.0,[145. 144. 150. ...  76.  83.  93.]
492,1.0,[254. 254. 254. ...  88.  86.  87.]
493,2.0,[122.  98.  36. ... 225. 194. 139.]
494,5.0,[206. 209. 192. ... 249. 249. 249.]
495,7.0,[0. 0. 0. ... 3. 1. 2.]
496,8.0,[255. 255. 255. ... 255. 255. 255.]
497,1.0,[78. 72. 72. ... 66. 66. 76.]
498,2.0,[231. 112. 108. ... 103.  92.  72.]
499,1.0,[226. 226. 224. ... 224. 224. 222.]
500,6.0,[209. 209. 209. ... 206. 127. 158.]
501,4.0,[187. 181. 185. ... 137. 120. 104.]
502,2.0,[242. 240. 241. ... 223. 219. 220.]
503,3.0,[160.  95. 103. ... 213. 212. 207.]
504,6.0,[ 25.   0.   0. ... 156.  49.   5.]
505,4.0,[124.  78.   0. ... 126. 122. 113.]
506,5.0,[33. 31.  8. ... 39. 35. 10.]
507,5.0,[131. 124. 105. ... 172. 137. 144.]
508,3.0,[225. 214. 210. ...   0.   0.  12.]
509,6.0,[164. 197. 232. ...  32.  32.  30.]
510,7.0,[183. 183. 175. ... 211. 213. 208.]
511,3.0,[38. 30. 19. ... 37. 21.  8.]
512,3.0,[ 77.  90. 122. ...  33.  37.  36.]
513,3.0,[255. 255. 255. ... 221. 184. 157.]
514,7.0,[ 41.  51.  52. ... 112. 132.  95.]
515,1.0,[  0.   0.   0. ...  35. 162. 207.]
516,2.0,[213. 214. 208. ... 141. 162. 191.]
517,1.0,[41. 35. 35. ... 48. 38. 28.]
518,7.0,[160. 183. 199. ...   0.   0.   0.]
519,1.0,[238. 242. 228. ...  76.  59.  51.]
520,8.0,[49. 47. 48. ... 40. 39. 37.]
521,5.0,[254. 254. 254. ... 254. 254. 254.]
522,3.0,[  0.  96. 128. ...   0. 103. 134.]
523,4.0,[110.  36.  11. ...  28.  18.  16.]
524,7.0,[236. 236. 236. ... 107. 107. 107.]
525,3.0,[ 59.  55.  44. ... 128. 130. 125.]
526,3.0,[ 35.  26.  21. ... 238. 246. 223.]
527,1.0,[73. 59. 58. ... 97. 77. 76.]
528,2.0,[134. 112.  99. ... 196. 185. 183.]
529,3.0,[ 0.  1.  0. ... 25. 38. 46.]
530,5.0,[200.  92.  89. ... 250. 249. 247.]
531,4.0,[ 95.  68.  75. ... 189. 127. 106.]
532,2.0,[28. 29. 24. ... 30.  2.  0.]
533,8.0,[ 8. 56. 34. ...  2.  3.  7.]
534,2.0,[109. 113. 124. ...  43.  32.  30.]
535,5.0,[ 31.  11.  83. ... 108. 106. 109.]
536,4.0,[  3.   5.   2. ... 189. 152. 143.]
537,1.0,[230. 230. 230. ...  55.  55.  55.]
538,3.0,[255. 255. 255. ... 255. 255. 255.]
539,6.0,[ 38. 227. 246. ... 231. 171. 117.]
540,6.0,[159. 107.  23. ... 250. 227. 111.]
541,5.0,[30. 14.  0. ... 34. 36. 33.]
542,7.0,[85. 64. 47. ... 42. 32. 30.]
543,1.0,[202. 204. 203. ...  85.  63.  50.]
544,5.0,[ 4.  0.  0. ... 17. 16. 14.]
545,5.0,[ 0.  1.  0. ... 27. 17. 16.]
546,3.0,[ 59.  59.  59. ... 115. 101.  90.]
547,2.0,[ 20.  37.  27. ... 201. 187. 174.]
548,1.0,[133. 143.  20. ...  54.  24.  14.]
549,7.0,[  0.   0.   0. ... 102.  67.  27.]
550,1.0,[81. 82. 77. ... 45. 44. 49.]
551,8.0,[240. 244. 247. ... 187. 189. 175.]
552,7.0,[ 97. 100.  71. ... 206. 218. 198.]
553,4.0,[209. 212. 203. ... 159. 175. 146.]
554,4.0,[1. 0. 0. ... 1. 1. 1.]
555,8.0,[17. 17. 17. ... 19. 19. 19.]
556,6.0,[108.  81.  70. ... 189. 172. 164.]
557,8.0,[255. 255. 209. ... 109.  89.  82.]
558,1.0,[ 9. 15. 31. ... 97. 17. 28.]
559,5.0,[143. 162.  72. ... 154. 197. 240.]
560,2.0,[162. 183. 174. ... 222. 215. 222.]
561,1.0,[  0.   0.   0. ...  90. 106. 119.]
562,7.0,[75. 73. 78. ... 31. 29. 40.]
563,4.0,[163. 119.  70. ... 239. 241. 240.]
564,2.0,[146. 106.  47. ... 203. 218. 195.]
565,4.0,[181. 167. 154. ... 104.  55.  25.]
566,7.0,[10. 10. 12. ... 11. 15. 18.]
567,2.0,[124. 119. 139. ... 143. 136. 110.]
568,1.0,[238. 227. 209. ... 255. 247. 238.]
569,7.0,[ 67.  51.  25. ... 101.  66.  34.]
570,5.0,[35. 35. 35. ... 25. 25. 25.]
571,4.0,[ 32.  31.  27. ... 190. 179. 177.]
572,1.0,[ 44.  60.  49. ... 109.  90.  75.]
573,1.0,[ 83. 130. 150. ...  57.  60.  51.]
574,5.0,[0. 2. 0. ... 9. 4. 0.]
575,6.0,[ 62.  52.  42. ... 250. 252. 251.]
576,1.0,[ 96. 145. 175. ...   4.   3.   0.]
577,1.0,[148. 147. 155. ...  47.  45.  58.]
578,4.0,[255. 255. 255. ... 255. 255. 255.]
579,4.0,[180. 100.  47. ... 180. 100.  49.]
580,3.0,[132. 133. 125. ... 195. 195. 193.]
581,1.0,[33. 33. 33. ... 64. 64. 64.]
582,5.0,[0. 0. 0. ... 0. 0. 0.]
583,1.0,[19. 19. 19. ... 53. 25. 21.]
584,2.0,[179. 190. 196. ...  65.  55.  64.]
585,7.0,[210. 190. 163. ...  45.  44.  42.]
586,7.0,[155. 153. 166. ...   8.   8.  10.]
587,2.0,[139. 139. 139. ...  49.  48.  53.]
588,7.0,[89. 71. 83. ... 39. 57. 71.]
589,7.0,[253. 251. 252. ...  24.  25.  30.]
590,4.0,[140. 140. 140. ... 208. 208. 208.]
591,8.0,[218. 207. 205. ...  51.  47.  48.]
592,1.0,[135. 117.  93. ... 137. 162. 130.]
593,8.0,[189. 224. 226. ...  55.  46.  49.]
594,6.0,[164. 144. 111. ... 225. 188. 144.]
595,3.0,[ 4.  5.  0. ... 38. 13.  9.]
596,6.0,[15. 20. 24. ... 36. 31. 37.]
597,4.0,[128.  59.   2. ... 118.  69.  39.]
598,4.0,[136. 136. 136. ... 118. 118. 118.]
599,3.0,[110. 177. 193. ... 249. 236. 192.]
600,3.0,[24. 15.  0. ... 95. 77. 39.]
601,1.0,[131. 101. 103. ...  38.  41.  50.]
602,7.0,[35. 46. 29. ... 63. 72. 71.]
603,3.0,[124. 130. 128. ... 114. 126. 126.]
604,6.0,[195. 203. 222. ... 192. 209. 253.]
605,5.0,[24. 14.  5. ... 45. 24. 19.]
606,4.0,[255. 127. 140. ... 168. 108.  98.]
607,5.0,[52. 43. 46. ... 46. 36. 35.]
608,8.0,[238. 239. 221. ... 181. 186. 182.]
609,3.0,[ 39.  25.  40. ... 240. 240. 238.]
610,5.0,[0. 0. 2. ... 0. 0. 0.]
611,7.0,[0. 0. 2. ... 0. 0. 0.]
612,6.0,[250. 238. 136. ... 118.  90.  50.]
613,6.0,[255. 254. 253. ... 222. 222. 220.]
614,5.0,[ 82.  95. 127. ...  58.  78. 113.]
615,3.0,[  3.   3.   1. ...  93. 105. 103.]
616,3.0,[ 22.  16.  18. ... 209. 185. 201.]
617,8.0,[140. 140. 138. ... 134. 137. 142.]
618,6.0,[ 64.  54.  52. ... 249. 249. 249.]
619,8.0,[ 98.  98. 100. ...  77.  90.  99.]
620,7.0,[132. 135. 126. ... 140. 145. 139.]
621,5.0,[168. 168. 160. ...   7.   7.   7.]
622,7.0,[253. 253. 253. ... 196. 200. 203.]
623,3.0,[  3.   3.   3. ... 144. 147. 140.]
624,3.0,[220. 159. 104. ...  91.  26.   6.]
625,3.0,[167. 133.  95. ... 255. 240. 220.]
626,7.0,[ 10.   6.   3. ... 159.  96.  61.]
627,1.0,[ 60.  20.  18. ... 117. 193. 189.]
628,4.0,[166. 141.  87. ...  40.  26.  26.]
629,4.0,[252. 252. 254. ... 208. 216. 201.]
630,2.0,[ 30.  21.  16. ... 112.  58.  22.]
631,6.0,[160. 198. 199. ...  67.  98. 118.]
632,7.0,[31. 28. 21. ... 19. 19. 19.]
633,5.0,[ 98. 121.  75. ... 250. 234. 235.]
634,4.0,[141.  48.   4. ... 123. 158. 212.]
635,7.0,[164. 142. 101. ...  12.  24.  12.]
636,6.0,[ 66.  40.  23. ... 108.  96.  10.]
637,1.0,[ 58.  49.  42. ... 100.  88.  90.]
638,4.0,[217.  40.  56. ... 179. 165. 136.]
639,4.0,[133. 109.  81. ... 226. 205. 184.]
640,3.0,[145. 116. 118. ... 194. 168. 181.]
641,8.0,[141. 130. 126. ... 225. 170. 149.]
642,6.0,[221. 221. 221. ...   0.  66. 119.]
643,4.0,[152. 140. 124. ...  17.  16.  12.]
644,1.0,[237. 237. 237. ... 221. 221. 221.]
645,1.0,[56. 75. 82. ...  5.  6.  8.]
646,6.0,[ 3. 16.  7. ... 34. 33. 15.]
647,6.0,[56. 54. 65. ... 24. 30. 44.]
648,7.0,[ 58.  66. 105. ... 193. 181. 191.]
649,3.0,[164. 193. 199. ... 249. 255. 255.]
650,6.0,[ 13.  12.   7. ... 199. 190. 185.]
651,6.0,[84. 64. 27. ... 96. 75. 22.]
652,8.0,[181. 197. 184. ...  98.  71.  78.]
653,2.0,[199. 193. 181. ... 171. 172. 167.]
654,8.0,[235. 224. 202. ... 236. 225. 205.]
655,8.0,[180. 159. 176. ...  76. 161. 254.]
656,1.0,[135. 140. 136. ... 113.  75.  56.]
657,2.0,[213. 116.  35. ... 114.  64.  73.]
658,3.0,[100. 100. 102. ...  43.  41.  44.]
659,3.0,[ 4.  4.  4. ... 13. 13. 13.]
660,1.0,[166.  97.  20. ... 183. 214. 234.]
661,5.0,[ 6.  6.  6. ... 12. 12. 12.]
662,4.0,[  1.   1.   1. ... 255. 255. 255.]
663,8.0,[0. 0. 0. ... 2. 3. 5.]
664,2.0,[250. 250. 250. ...  98.  55.  39.]
665,7.0,[209. 209. 219. ... 137. 133. 134.]
666,5.0,[177. 178. 172. ... 212. 162. 153.]
667,2.0,[26. 18. 16. ... 39. 30. 25.]
668,4.0,[2. 2. 2. ... 0. 0. 0.]
669,7.0,[ 74.  90.  77. ... 185. 166. 151.]
670,4.0,[68. 34. 32. ... 31. 18. 12.]
671,8.0,[190. 166. 132. ... 227. 213. 178.]
672,3.0,[ 84.  84.  82. ... 127.  49.  71.]
673,8.0,[246. 242. 241. ... 222. 217. 213.]
674,2.0,[221. 237. 190. ... 232. 188. 143.]
675,4.0,[21. 12.  7. ... 91. 57. 32.]
676,1.0,[207. 193. 154. ...   1.   1.   1.]
677,1.0,[170. 156. 153. ... 250. 251. 255.]
678,7.0,[10. 15.  9. ...  9. 11.  8.]
679,5.0,[130.  81.  41. ... 184. 162. 149.]
680,1.0,[44. 44. 44. ... 11. 11. 11.]
681,2.0,[220. 212. 201. ... 179. 173. 173.]
682,5.0,[113. 113. 113. ... 194. 198. 199.]
683,2.0,[  3.   5.  18. ... 133. 163. 139.]
684,3.0,[86. 59. 50. ... 19. 24. 30.]
685,3.0,[213. 222. 219. ... 140. 152. 174.]
686,5.0,[150. 135. 132. ...  77.  69.  82.]
687,6.0,[ 65.  63.  42. ... 199. 196. 189.]
688,3.0,[ 26.  10.  13. ... 176. 193. 200.]
689,6.0,[ 2.  2.  2. ... 12. 12. 14.]
690,4.0,[ 0.  0.  0. ... 16. 30. 56.]
691,7.0,[92. 65. 36. ... 64. 37.  8.]
692,1.0,[111.  92.  75. ...   7.   7.   7.]
693,6.0,[82. 71. 77. ... 36. 30. 68.]
694,5.0,[83. 58. 28. ... 27. 13.  0.]
695,6.0,[192. 192. 192. ... 234. 234. 234.]
696,2.0,[200. 201. 167. ...  18.  13.  45.]
697,7.0,[133. 170. 186. ... 172. 168. 156.]
698,4.0,[119. 112.  86. ... 186. 182. 183.]
699,4.0,[166. 170. 181. ... 240. 218. 181.]
700,3.0,[ 0.  2.  1. ... 17. 29. 27.]
701,2.0,[25. 26. 28. ... 10.  9.  7.]
702,2.0,[95. 86. 81. ... 12. 14. 13.]
703,4.0,[ 8.  7.  5. ... 23. 45. 58.]
704,2.0,[124.  94.  44. ... 143. 131. 119.]
705,7.0,[172. 172. 172. ...  92.  92.  92.]
706,6.0,[254. 254. 254. ... 241. 214. 193.]
707,2.0,[243. 244. 236. ...  81.  88.  47.]
708,3.0,[  0.   0.   0. ... 183.  46.  66.]
709,2.0,[225. 229. 238. ... 222. 184. 161.]
710,2.0,[27. 31. 16. ...  5. 11.  0.]
711,3.0,[200. 230. 238. ... 201. 130. 108.]
712,6.0,[62. 46. 30. ... 57. 20.  4.]
713,3.0,[131. 169. 178. ... 209. 235. 236.]
714,6.0,[73. 67. 67. ... 73. 61. 63.]
715,1.0,[ 56.  10.  20. ... 166. 121.  80.]
716,5.0,[225. 229. 232. ... 134.  86.  63.]
717,4.0,[150. 115.  57. ... 249. 156.  99.]
718,3.0,[78. 78. 78. ... 41. 41. 41.]
719,2.0,[ 57.  59.  58. ... 189. 183. 171.]
720,5.0,[255. 255. 255. ... 253. 217. 191.]
721,7.0,[250. 212.  87. ...  55.  28.  21.]
722,7.0,[33. 31. 44. ... 22. 23. 27.]
723,3.0,[201. 182. 168. ... 111. 108. 103.]
724,2.0,[164. 112.  39. ... 204. 166. 119.]
725,4.0,[ 8.  8.  8. ... 31. 35. 36.]
726,7.0,[84. 72. 50. ... 30. 15. 10.]
727,2.0,[162. 166. 177. ... 131. 136. 139.]
728,7.0,[ 66.  74.  77. ... 146. 132. 131.]
729,3.0,[143. 117.  90. ... 181. 199. 221.]
730,8.0,[255. 255. 255. ... 208. 188. 164.]
731,3.0,[ 85. 103. 115. ...  70.  72.  85.]
732,6.0,[146. 130. 115. ...  40.  19.  18.]
733,4.0,[164. 150. 149. ... 128. 125. 118.]
734,8.0,[194. 213. 193. ... 163.  36. 179.]
735,7.0,[23. 19. 18. ... 19. 19. 19.]
736,1.0,[ 71. 125. 137. ...  50.  75.  79.]
737,8.0,[247. 253. 239. ...  67.  31.  77.]
738,5.0,[35. 56. 51. ... 12. 20. 23.]
739,1.0,[213. 213. 213. ... 221. 221. 221.]
740,2.0,[204.  61.  79. ... 128.  83.  78.]
741,1.0,[0. 0. 0. ... 0. 0. 0.]
742,5.0,[146. 169. 149. ... 216. 181. 151.]
743,4.0,[ 68. 132.  97. ... 196. 189. 119.]
744,1.0,[ 89.  90.  85. ... 100. 101.  96.]
745,3.0,[210. 220. 230. ... 119. 133. 144.]
746,7.0,[  8.   9.   4. ... 180. 161. 147.]
747,5.0,[105.  90.   5. ...  12.   9.   4.]
748,6.0,[161. 154. 110. ... 173. 160. 152.]
749,1.0,[100.  66.  99. ... 181. 147. 138.]
750,6.0,[50. 48. 51. ... 50. 48. 51.]
751,8.0,[236. 237. 232. ... 237. 238. 233.]
752,5.0,[ 49.  23.   6. ... 177. 181. 180.]
753,2.0,[ 32.  31.  27. ... 204.  71.  40.]
754,3.0,[60. 57. 50. ... 36. 34. 37.]
755,7.0,[125. 120. 126. ...   0.   0.   0.]
756,6.0,[180. 180. 180. ... 246. 246. 246.]
757,3.0,[69. 69. 69. ...  0.  0.  0.]
758,1.0,[82. 62. 55. ... 90. 73. 66.]
759,2.0,[ 38.  14.  12. ... 158. 125. 120.]
760,3.0,[18. 23. 26. ...  6.  6.  6.]
761,5.0,[49. 20. 22. ... 81. 81. 91.]
762,4.0,[ 34.  33.  51. ...  55.  99. 170.]
763,4.0,[118. 103.  48. ...  65.  77.  77.]
764,7.0,[134. 135. 140. ...   6.   4.   7.]
765,5.0,[231. 231. 231. ... 219. 219. 219.]
766,5.0,[145. 153. 140. ... 190. 194. 195.]
767,1.0,[  2. 128. 143. ...  12.  33.  38.]
768,1.0,[ 38.  37.  51. ... 251. 150. 164.]
769,6.0,[160. 160. 160. ... 148. 147. 145.]
770,4.0,[ 10.  17.  33. ... 252. 251. 246.]
771,1.0,[237. 238. 240. ... 104.  62.  37.]
772,5.0,[ 21.  18.  35. ... 106.  84.  73.]
773,1.0,[ 64.  45.  41. ... 109. 112. 121.]
774,8.0,[30. 20. 10. ...  4.  3.  1.]
775,4.0,[64. 61. 54. ... 10. 15. 21.]
776,5.0,[133.  88.  47. ... 109.  99.  63.]
777,4.0,[ 69.  60.  51. ... 149. 166. 176.]
778,8.0,[189.  26.  29. ... 247. 185. 164.]
779,4.0,[ 85.  83.  86. ... 243. 251. 253.]
780,7.0,[86. 94. 97. ... 69. 58. 62.]
781,3.0,[67. 69. 81. ... 41. 44. 59.]
782,6.0,[146. 129. 119. ... 174. 166. 179.]
783,5.0,[254. 254. 254. ... 219. 212. 184.]
784,1.0,[ 71.  60.  42. ... 203. 200. 217.]
785,7.0,[178. 168. 166. ...  20.  10.   8.]
786,8.0,[255. 255. 251. ... 177.  63.  71.]
787,7.0,[215. 215. 215. ... 123. 121. 122.]
788,4.0,[167. 156. 154. ... 207. 203. 202.]
789,1.0,[247.  47.  32. ...  43.  47.  48.]
790,5.0,[31. 51. 52. ...  2. 24. 45.]
791,2.0,[253. 240. 187. ...  43.  37.  37.]
792,5.0,[42. 39. 50. ... 22. 23. 28.]
793,6.0,[ 7.  0.  0. ... 47.  7.  5.]
794,4.0,[ 44.  26.  14. ... 157. 157. 157.]
795,2.0,[224. 213. 221. ... 169. 165. 153.]
796,1.0,[ 1.  1.  1. ... 27. 27. 27.]
797,5.0,[  0.   0.   0. ... 144. 140. 128.]
798,4.0,[211. 207. 196. ... 178. 128.  91.]
799,5.0,[255. 255. 255. ...   7.   6.   2.]
800,1.0,[245. 245. 245. ...  42.  42.  44.]
801,7.0,[203. 153.  94. ...  64.  40.  28.]
802,3.0,[186. 149. 143. ...  27.  38.  56.]
803,3.0,[47. 23. 19. ... 99. 52. 36.]
804,1.0,[137. 153. 153. ...  31.  36.  32.]
805,3.0,[ 14.   9.  13. ... 111. 123. 173.]
806,2.0,[194. 198. 199. ...  27.  22.  19.]
807,4.0,[255. 115.  98. ...   0. 159. 240.]
808,5.0,[ 25.  12.  19. ... 116.  70.  37.]
809,6.0,[80. 67. 59. ... 27.  8. 14.]
810,7.0,[121. 123. 110. ... 215. 223. 242.]
811,1.0,[30. 29. 27. ... 88. 93. 87.]
812,1.0,[219. 220. 204. ... 125. 107.  87.]
813,1.0,[ 47.  51.  50. ... 194. 211. 231.]
814,1.0,[  8.   8.  32. ... 134. 128. 128.]
815,1.0,[234. 233. 238. ... 207. 231. 233.]
816,7.0,[ 4.  3.  1. ...  9. 10. 15.]
817,2.0,[213. 206. 180. ... 194. 194. 194.]
818,5.0,[135. 104.  86. ...  44.  44.  54.]
819,4.0,[ 5.  7.  6. ... 36. 47. 49.]
820,1.0,[242. 236. 250. ... 246. 242. 255.]
821,5.0,[173. 175. 172. ... 178. 183. 177.]
822,7.0,[175. 168. 162. ... 128.  99.  55.]
823,4.0,[194. 167.  78. ... 200. 170.  72.]
824,4.0,[ 96.   9. 103. ... 187. 131. 134.]
825,3.0,[201.  56.  71. ...   5.  16.  44.]
826,1.0,[196. 198. 193. ... 220. 222. 219.]
827,7.0,[ 19.  15.  16. ... 117. 172. 167.]
828,2.0,[ 44.  39.   9. ...  96. 123.   6.]
829,7.0,[5. 5. 5. ... 0. 0. 0.]
830,2.0,[225. 225. 217. ...  50.  36.  33.]
831,5.0,[54. 35. 31. ...  1. 12. 40.]
832,8.0,[ 28.  27.  25. ... 183. 184. 168.]
833,8.0,[155. 127.  88. ...  80.  80.  78.]
834,7.0,[127. 129. 128. ...  27.  28.  30.]
835,4.0,[185. 186. 168. ... 244. 244. 236.]
836,5.0,[42. 30. 18. ... 27. 33. 47.]
837,1.0,[184. 168.  93. ... 192. 209. 225.]
838,2.0,[ 86.  29.  18. ... 168. 124.  87.]
839,4.0,[ 19.  18.  14. ... 187. 165. 124.]
840,6.0,[255. 255. 255. ... 225. 232. 250.]
841,8.0,[4. 4. 4. ... 4. 4. 4.]
842,3.0,[  4.   4.   4. ... 141.  87.  53.]
843,7.0,[123. 141. 151. ... 116. 119. 126.]
844,4.0,[ 0. 54. 58. ... 18. 15. 10.]
845,8.0,[35. 24. 18. ... 42. 39. 34.]
846,3.0,[ 35.  30.  27. ... 255. 253. 230.]
847,7.0,[101. 101. 101. ... 213. 213. 213.]
848,8.0,[238. 225. 208. ...   1.  84. 138.]
849,2.0,[235. 235. 235. ... 147. 147. 147.]
850,1.0,[ 16.  18.  17. ... 110.  82.  70.]
851,7.0,[12.  9. 18. ... 22. 15. 22.]
852,7.0,[ 95. 100.  68. ...  61.  46.  27.]
853,5.0,[42. 22. 21. ... 24. 26. 67.]
854,1.0,[ 41.  38.  31. ... 110. 106.  94.]
855,4.0,[240. 241. 236. ... 244. 248. 251.]
856,4.0,[108.  95.  79. ...  22.  11.  15.]
857,3.0,[ 38.   0.   0. ... 179. 161. 149.]
858,8.0,[116. 102. 117. ...  10.  10.  12.]
859,7.0,[98. 98. 98. ... 22. 22. 22.]
860,2.0,[ 25.   7.   7. ... 244. 249. 252.]
861,2.0,[169. 193. 197. ... 216. 220. 231.]
862,4.0,[ 63.  62.  67. ... 162. 103.  73.]
863,1.0,[207. 208. 210. ...  99.  81.  71.]
864,6.0,[228. 228. 228. ... 145. 167.  82.]
865,7.0,[128. 127. 133. ...  11.  14.  19.]
866,4.0,[138. 129. 124. ...  16.  18.  43.]
867,8.0,[144. 144. 142. ... 162. 157. 153.]
868,7.0,[249. 247. 248. ...  17.  15.  18.]
869,3.0,[231. 239. 218. ... 215. 189. 166.]
870,5.0,[145. 121. 117. ... 183.  87. 197.]
871,5.0,[202. 204. 203. ...  15.  15.  13.]
872,8.0,[14. 12. 25. ... 72. 59. 51.]
873,2.0,[203. 205. 183. ... 143. 129. 102.]
874,8.0,[0. 0. 0. ... 0. 0. 0.]
875,3.0,[102. 111. 116. ...  37.  49.  71.]
876,4.0,[26. 30. 57. ... 25. 36. 42.]
877,6.0,[ 23.  21.  61. ... 106. 190. 226.]
878,6.0,[ 47.  33.  24. ... 255. 255. 255.]
879,5.0,[187. 175. 179. ...  21.   3.   3.]
880,1.0,[120. 122. 100. ... 164. 127. 100.]
881,8.0,[11. 20. 15. ... 28. 41. 49.]
882,5.0,[247. 253. 251. ...   0.   0.   0.]
883,6.0,[92. 80. 64. ... 49. 39. 38.]
884,2.0,[ 58.  90.  77. ...  50. 101.  94.]
885,7.0,[147. 139. 128. ...  99. 174. 229.]
886,1.0,[128. 116. 118. ...  14.   8.   8.]
887,4.0,[  0.   0.   0. ... 101.  52.  19.]
888,3.0,[253. 253. 253. ...  18.  19.  23.]
889,1.0,[13.  3.  2. ... 24.  8.  9.]
890,5.0,[236. 231. 235. ... 227. 227. 229.]
891,5.0,[16. 15. 20. ... 23. 30. 38.]
892,2.0,[122.  97. 103. ... 255. 255. 255.]
893,2.0,[124. 135. 141. ... 122. 121. 129.]
894,4.0,[39. 30. 25. ... 25. 10.  3.]
895,1.0,[214. 238. 240. ... 160. 178. 188.]
896,1.0,[122.  81.  99. ...  25.  12.  29.]
897,6.0,[254. 254. 254. ... 208. 175. 184.]
898,2.0,[34. 24. 12. ...  0.  0.  0.]
899,3.0,[ 4.  4.  2. ... 16. 11.  5.]
900,7.0,[ 59.  58.  66. ... 121. 138. 181.]
901,2.0,[  0. 152. 215. ...   0.   0.   0.]
902,8.0,[251. 255. 253. ... 254. 254. 254.]
903,3.0,[111.  64.  48. ...  62.  52.  40.]
904,7.0,[  1.   1.   1. ... 255. 255. 255.]
905,6.0,[16. 12.  9. ... 27. 33. 33.]
906,4.0,[145. 143. 118. ...  32.  22.  20.]
907,6.0,[237. 238. 232. ...  65.  34.   6.]
908,5.0,[253. 253. 253. ... 242. 184. 136.]
909,2.0,[108. 195. 240. ... 145. 140. 137.]
910,2.0,[12. 12. 10. ... 24. 23. 19.]
911,3.0,[253. 210. 132. ... 197. 149. 129.]
912,8.0,[167. 107.  73. ... 198. 139. 105.]
913,5.0,[231. 255. 223. ...  28.  97. 156.]
914,5.0,[242. 217. 177. ...  58.  52.  52.]
915,2.0,[229. 213. 200. ...  13.  14.  18.]
916,1.0,[194. 200. 226. ... 120. 114. 140.]
917,1.0,[231. 223. 200. ...  28.  48.  57.]
918,2.0,[ 44.  29.  22. ... 225. 175. 114.]
919,8.0,[212. 220. 108. ... 161. 138. 130.]
920,1.0,[252. 254. 241. ...  85.  34.  53.]
921,8.0,[  2. 139. 245. ...   6.   4.  18.]
922,3.0,[132. 126. 140. ... 161. 159. 173.]
923,5.0,[ 62.  80.  58. ...  93. 102.  71.]
924,2.0,[177.  86.  29. ... 172. 173. 178.]
925,5.0,[2. 2. 2. ... 2. 1. 6.]
926,3.0,[221. 217. 218. ... 255. 255. 253.]
927,6.0,[ 6.  6.  6. ... 34. 34. 34.]
928,2.0,[198. 246. 255. ...  21.  29.  32.]
929,1.0,[  2.   2.   2. ... 250. 247. 242.]
930,6.0,[ 52.  88. 238. ... 200. 187. 179.]
931,2.0,[132. 136. 121. ... 147. 133.  88.]
932,8.0,[216. 203.  98. ... 158. 148. 156.]
933,6.0,[251. 226. 196. ... 223. 192. 135.]
934,2.0,[116.  68.  45. ...  70.  78.  63.]
935,1.0,[228. 205. 153. ...  52.  44.  33.]
936,5.0,[146. 126. 115. ...  12.  16.  25.]
937,3.0,[ 6.  6.  8. ... 68. 73. 77.]
938,7.0,[24. 39. 36. ... 44. 39. 43.]
939,1.0,[0. 4. 0. ... 6. 6. 4.]
940,3.0,[175. 165. 164. ... 191. 157. 148.]
941,6.0,[175. 161. 158. ...  63.  52.  48.]
942,7.0,[210. 194. 178. ... 212. 198. 185.]
943,4.0,[229. 204. 200. ... 255. 255. 255.]
944,5.0,[252. 255. 251. ...  32.  16.  17.]
945,8.0,[ 27.  22.  62. ... 213. 194. 135.]
946,8.0,[255. 255. 255. ... 246. 246. 246.]
947,1.0,[255. 255. 255. ...  51.  51.  51.]
948,7.0,[142. 127.  94. ... 228. 238. 250.]
949,4.0,[154. 132. 168. ...  10.   1.  22.]
950,8.0,[153. 135. 115. ... 110.  99. 116.]
951,4.0,[118. 107.  61. ... 238. 244. 255.]
952,7.0,[255. 255. 255. ... 255. 255. 255.]
953,7.0,[97. 70. 43. ... 36. 34. 48.]
954,2.0,[ 55.  58.  51. ... 205. 185. 124.]
955,1.0,[188. 190. 187. ...  13.  13.  13.]
956,2.0,[220. 221. 223. ... 206. 162. 133.]
957,1.0,[113.  92.  87. ... 254. 255. 241.]
958,3.0,[179. 176. 159. ... 100.  77.  63.]
959,3.0,[150. 151. 143. ... 207. 158. 125.]
960,4.0,[165.  32.   1. ... 216.  48.  11.]
961,5.0,[100.  79.  74. ... 161. 163. 142.]
962,3.0,[220. 203. 173. ... 197.  86. 163.]
963,7.0,[34. 34. 34. ... 49. 49. 49.]
964,3.0,[149. 151. 150. ... 156.  19.  35.]
965,4.0,[198. 207. 214. ... 191. 162. 164.]
966,2.0,[255. 254. 248. ... 248. 248. 248.]
967,1.0,[198. 166. 190. ...  19.  19.  19.]
968,2.0,[0. 1. 0. ... 0. 0. 0.]
969,5.0,[128. 108.  73. ...  20.  39. 134.]
970,8.0,[222. 196. 181. ... 229. 230. 234.]
971,5.0,[ 96.  68.  83. ... 234. 100. 101.]
972,5.0,[68. 82. 59. ... 51. 42. 37.]
973,5.0,[  3.   0.   0. ... 236. 183. 165.]
974,4.0,[118. 101.  73. ... 140. 132. 113.]
975,4.0,[ 63.  67.  76. ... 198. 183. 190.]
976,5.0,[87. 77. 76. ...  6. 11.  5.]
977,8.0,[250. 250. 248. ...  58.  60.  81.]
978,3.0,[122. 102.  78. ... 169. 199. 225.]
979,5.0,[4. 4. 4. ... 0. 4. 5.]
980,5.0,[  1.   0.   5. ... 145.  94.  75.]
